sdtname,object-id,st-area(shape),district,timeperiod,total-tender-awarded-value,immediate-measures-tenders-awarded-value,others-tenders-awarded-value,repair-and-restoration-tenders-awarded-value,max-rain,mean-rain,count,sum-rain,inundation-pct,inundation-intensity-mean,inundation-intensity-mean-nonzero,inundation-intensity-sum,mean-sex-ratio,sum-aged-population,sum-young-population,sum-population,schools-count,total-rail-length,rail-count,total-road-length,health-centres-count,stname,dtname,st-area-sh,st-length-,remarks,dist-lgd,state-lgd,subdt-lgd,ac-no,st-length(shape),elevation-mean,slope-mean,stcode11,dtcode11,sub-district-code,urban-hhd,urban-electricity,urban-tele,urban-hhd-pipe,urban-no-sanitation,rural-hhd,total-hhd,avg-electricity,avg-tele,sd-piped-hhds-pct,sd-nosanitation-hhds-pct,total-hhd.1,exposure,flood-hazard,government-response,vulnerability,financial-year,total-tender-awarded-value-fy-cumsum,repair-and-restoration-tenders-awarded-value-fy-cumsum,immediate-measures-tenders-awarded-value-fy-cumsum,others-tenders-awarded-value-fy-cumsum,topsis-score,risk-score
Gabhana,09-143-00753,640282980.8051969,Aligarh,2025_08,0.0,0.0,0.0,0.0,0.58,0.48,457.0,220.2,0.0,0.0,0.0,0.0,0.87,24308.0,38842.0,388439.0,501,20062.0,6.0,89943.0,60.0,UTTAR PRADESH,Aligarh,0.0,0.0,0.0,119.0,9.0,753.0,72.0,219319.07675740003,191.0,70.24343623716356,9.0,143.0,753.0,1399.2731376316235,27985.462752632477,4197.819412894871,262.08385867840315,88.1542076707923,52675.0,54074.0,10.5,2.0,7.24,6.33,54074.0,1,4,5,5,2025-2026,0.0,0.0,0.0,0.0,0.664175383562816,5
Nawabganj,09-176-00898,1160843952.8639174,Barabanki,2025_08,0.0,0.0,0.0,0.0,0.73,0.57,834.0,479.04,0.0,0.0,0.0,0.0,0.9,87806.0,123914.0,1236253.0,1213,47181.0,14.0,296552.0,137.0,UTTAR PRADESH,Barabanki,0.0,0.0,0.0,129.0,9.0,898.0,268.0,270005.99642799055,117.0,68.2718368929945,9.0,176.0,898.0,34283.31197987432,685666.2395974864,102849.93593962296,6421.26433383046,2159.848654732082,164428.0,198711.0,12.1,2.0,7.7,6.03,198711.0,2,4,5,3,2025-2026,0.0,0.0,0.0,0.0,0.6604889964581951,5
Chandpur,09-134-00716,1057979089.2153604,Bijnor,2025_08,0.0,0.0,0.0,0.0,0.96,0.66,746.0,494.25,0.0,0.0,0.0,0.0,0.9,51327.0,86995.0,875549.0,1029,23397.0,3.0,172705.0,183.0,UTTAR PRADESH,Bijnor,0.0,0.0,0.0,132.0,9.0,716.0,23.0,205781.60710704373,223.0,62.85160675834787,9.0,134.0,716.0,15317.969930897589,306359.3986179518,45953.90979269277,2869.0557680571183,965.032105646548,143344.0,158662.0,11.4,3.0,25.42,6.42,158662.0,2,4,5,3,2025-2026,0.0,0.0,0.0,0.0,0.6604889964581951,5
Powayan,09-152-00793,1645476218.937201,Shahjahanpur,2025_08,0.0,0.0,0.0,0.0,0.7,0.62,1173.0,732.73,0.0,0.0,0.0,0.0,0.86,42433.0,80419.0,774967.0,931,3804.0,2.0,158600.0,97.0,UTTAR PRADESH,Shahjahanpur,0.0,0.0,0.0,180.0,9.0,793.0,134.0,325505.0971670036,163.0,65.81362217962318,9.0,152.0,793.0,6086.075757897419,121721.51515794838,18258.227273692257,1139.9219894541866,383.4227727475374,146846.0,152932.0,10.3,2.0,19.11,10.96,152932.0,2,4,5,3,2025-2026,0.0,0.0,0.0,0.0,0.6604889964581951,5
Bisalpur,09-151-00791,1227156303.519461,Pilibhit,2025_08,0.0,0.0,0.0,0.0,0.7,0.4,867.0,348.69,0.0,0.0,0.0,0.0,0.88,46117.0,76660.0,800472.0,812,33289.0,6.0,108480.0,84.0,UTTAR PRADESH,Pilibhit,0.0,0.0,0.0,173.0,9.0,791.0,130.0,306184.93908120017,171.0,67.56448737048035,9.0,151.0,791.0,5180.347834048064,103606.95668096127,15541.043502144192,970.2791493172024,326.3619135450281,140010.0,145190.0,11.0,2.0,25.19,8.73,145190.0,2,4,5,3,2025-2026,0.0,0.0,0.0,0.0,0.6604889964581951,5
Robertsganj,09-200-01005,4053318549.476354,Sonbhadra,2025_08,0.0,0.0,0.0,0.0,0.52,0.43,2968.0,1275.94,0.0,0.0,0.0,0.0,0.9,76274.0,134281.0,1257672.0,1217,26447.0,2.0,156148.0,107.0,UTTAR PRADESH,Sonbhadra,0.0,0.0,0.0,184.0,9.0,1005.0,401.0,445254.9469209083,299.0,76.60067378598544,9.0,200.0,1005.0,36012.725365680206,720254.5073136041,108038.17609704062,6745.183460991902,2268.801698037853,142205.0,178218.0,11.8,2.0,16.81,7.3,178218.0,2,4,5,3,2025-2026,0.0,0.0,0.0,0.0,0.6604889964581951,5
Suar,09-136-00723,534566905.86763066,Rampur,2025_08,0.0,0.0,0.0,0.0,1.38,0.76,381.0,289.88,0.0,0.0,0.0,0.0,0.89,20428.0,44318.0,431945.0,423,1999.0,2.0,83357.0,37.0,UTTAR PRADESH,Rampur,0.0,0.0,0.0,176.0,9.0,723.0,35.0,202641.83012129524,207.0,70.04660833405528,9.0,136.0,723.0,3285.837508491848,65716.75016983696,9857.512525475544,615.4373653405231,207.00776303498645,66061.0,69347.0,10.4,3.0,23.27,4.44,69347.0,1,5,5,1,2025-2026,0.0,0.0,0.0,0.0,0.6556220033542299,5
Nighasan,09-153-00797,1118688097.800982,Kheri,2025_08,0.0,0.0,0.0,0.0,1.1,0.81,794.0,644.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476447.0,289,23270.0,10.0,82051.0,66.0,UTTAR PRADESH,Kheri,0.0,0.0,0.0,159.0,9.0,797.0,138.0,260105.026329264,141.0,65.19591230419825,9.0,153.0,797.0,3375.5882727581525,67511.76545516305,10126.764818274458,632.247683487602,212.6620611837636,91602.0,94978.0,10.9,2.0,22.61,11.79,94978.0,1,5,5,1,2025-2026,0.0,0.0,0.0,0.0,0.6556220033542299,5
Jansath,09-133-00711,975676130.9130728,Muzaffarnagar,2025_08,0.0,0.0,0.0,0.0,1.1,0.97,688.0,667.57,0.0,0.0,0.0,0.0,0.88,40032.0,61241.0,622458.0,438,0.0,0.0,111585.0,102.0,UTTAR PRADESH,Muzaffarnagar,0.0,0.0,0.0,172.0,9.0,711.0,16.0,202633.57228517692,238.0,65.9033199361339,9.0,133.0,711.0,9641.622115425442,192832.44230850885,28924.866346276325,1805.8758222191852,607.4221932718028,106292.0,115934.0,12.5,3.0,15.34,0.62,115934.0,1,5,5,1,2025-2026,0.0,0.0,0.0,0.0,0.6556220033542299,5
Khatauli,09-133-00710,576781900.9500151,Muzaffarnagar,2025_08,0.0,0.0,0.0,0.0,0.96,0.65,405.0,263.7,0.0,0.0,0.0,0.0,0.88,37422.0,57136.0,583056.0,288,17689.0,5.0,63731.0,62.0,UTTAR PRADESH,Muzaffarnagar,0.0,0.0,0.0,172.0,9.0,710.0,15.0,169544.74317437786,237.0,64.8353607371293,9.0,133.0,710.0,14966.136474609377,299322.72949218756,44898.40942382813,2803.157361694336,942.8665979003908,61027.0,75993.0,13.6,2.0,12.28,1.9,75993.0,1,5,5,1,2025-2026,0.0,0.0,0.0,0.0,0.6556220033542299,5
Deoband,09-132-00704,740951749.1451852,Saharanpur,2025_08,0.0,0.0,0.0,0.0,0.94,0.8,518.0,416.2,0.0,0.0,0.0,0.0,0.88,39810.0,63975.0,671861.0,434,30295.0,5.0,78057.0,71.0,UTTAR PRADESH,Saharanpur,0.0,0.0,0.0,177.0,9.0,704.0,5.0,157617.53021558124,259.0,67.03821216796736,9.0,132.0,704.0,12212.239034901497,244244.7806980299,36636.71710470449,2287.35237123705,769.3710591987943,94773.0,106985.0,12.0,2.0,13.39,2.5,106985.0,1,5,5,1,2025-2026,0.0,0.0,0.0,0.0,0.6556220033542299,5
Behat,09-132-00701,1378660353.4999323,Saharanpur,2025_08,0.0,0.0,0.0,0.0,1.59,1.07,958.0,1023.0,0.0,0.0,0.0,0.0,0.88,43667.0,70153.0,731875.0,676,0.0,0.0,214310.0,129.0,UTTAR PRADESH,Saharanpur,0.0,0.0,0.0,177.0,9.0,701.0,1.0,209734.003509268,401.0,75.82277851847095,9.0,132.0,701.0,7042.1852111816415,140843.70422363284,21126.55563354493,1319.001290054321,443.6576683044434,108840.0,115882.0,11.4,2.0,23.47,4.24,115882.0,1,5,5,1,2025-2026,0.0,0.0,0.0,0.0,0.6556220033542299,5
Bareilly,09-150-00787,946063905.6277312,Bareilly,2025_08,0.0,0.0,0.0,0.0,0.67,0.46,672.0,309.79,0.0,0.0,0.0,0.0,0.87,111308.0,218155.0,2142909.0,1487,79379.0,44.0,205791.0,125.0,UTTAR PRADESH,Bareilly,0.0,0.0,0.0,130.0,9.0,787.0,124.0,292431.24894648214,171.0,68.73443422906836,9.0,150.0,787.0,272967.03820270044,5459340.764054009,818901.1146081013,51126.72625536579,17196.92340677013,148147.0,421114.0,16.9,3.0,19.03,5.1,421114.0,5,4,5,1,2025-2026,0.0,0.0,0.0,0.0,0.6526939862991457,5
Lalitpur,09-167-00862,2230966685.299675,Lalitpur,2025_08,0.0,0.0,0.0,0.0,0.38,0.35,1640.0,576.0,0.0,0.0,0.0,0.0,0.89,42308.0,74246.0,674334.0,794,57027.0,15.0,319082.0,75.0,UTTAR PRADESH,Lalitpur,0.0,0.0,0.0,161.0,9.0,862.0,226.0,284478.73546752986,380.0,71.26308353154177,9.0,167.0,862.0,18705.162300441574,374103.24600883154,56115.48690132474,3503.4768988727074,1178.4252249278195,67748.0,86453.0,12.1,2.0,32.71,9.07,86453.0,1,4,5,4,2025-2026,0.0,0.0,0.0,0.0,0.6486400505119168,5
Debai,09-142-00749,687714932.3824618,Bulandshahr,2025_08,0.0,0.0,0.0,0.0,0.7,0.66,489.0,321.47,0.0,0.0,0.0,0.0,0.89,39380.0,59904.0,600804.0,801,20381.0,5.0,101195.0,74.0,UTTAR PRADESH,Bulandshahr,0.0,0.0,0.0,134.0,9.0,749.0,68.0,171901.92317484584,189.0,67.73870287015187,9.0,142.0,749.0,7140.6414794921875,142812.82958984375,21421.92443847656,1337.4421491088867,449.8604132080078,76002.0,83143.0,11.1,2.0,15.68,8.33,83143.0,1,4,5,4,2025-2026,0.0,0.0,0.0,0.0,0.6486400505119168,5
Puranpur,09-151-00792,2274652353.3815627,Pilibhit,2025_08,0.0,0.0,0.0,0.0,0.94,0.59,1613.0,956.93,0.0,0.0,0.0,0.0,0.88,46456.0,76335.0,804923.0,620,46241.0,9.0,177188.0,64.0,UTTAR PRADESH,Pilibhit,0.0,0.0,0.0,173.0,9.0,792.0,129.0,309452.57038532296,181.0,64.37441002943208,9.0,151.0,792.0,6556.147288446841,131122.94576893683,19668.441865340523,1227.9663871260934,413.037279172151,88858.0,95414.0,11.0,2.0,14.95,7.37,95414.0,1,4,5,4,2025-2026,0.0,0.0,0.0,0.0,0.6486400505119168,5
Ghorawal,09-200-01004,1044647296.715396,Sonbhadra,2025_08,0.0,0.0,0.0,0.0,0.52,0.5,765.0,381.37,0.0,0.0,0.0,0.0,0.9,21543.0,38182.0,352020.0,416,4956.0,1.0,75657.0,30.0,UTTAR PRADESH,Sonbhadra,0.0,0.0,0.0,184.0,9.0,1004.0,400.0,202478.63744612932,287.0,74.61388580355525,9.0,200.0,1004.0,1051.6291610054348,21032.583220108696,3154.887483016304,196.97014185631792,66.25263714334238,76814.0,77866.0,10.5,2.0,10.38,9.16,77866.0,1,4,5,4,2025-2026,0.0,0.0,0.0,0.0,0.6486400505119168,5
Gunnaur,09-754-00778,1173191437.721419,Sambhal,2025_08,0.0,0.0,0.0,0.0,0.7,0.48,838.0,402.29,0.0,0.0,0.0,0.0,0.88,36083.0,79014.0,715026.0,619,20489.0,1.0,187341.0,75.0,UTTAR PRADESH,Sambhal,0.0,0.0,0.0,659.0,9.0,778.0,111.0,202840.90527319623,180.0,67.28355369409896,9.0,754.0,778.0,6689.920189898948,133798.40379797894,20069.76056969684,1253.0220515680728,421.4649719636338,114830.0,121520.0,9.3,2.0,7.57,7.75,121520.0,1,4,5,4,2025-2026,0.0,0.0,0.0,0.0,0.6486400505119168,5
Hasanpur,09-137-00731,1109975653.6075244,Amroha,2025_08,0.0,0.0,0.0,0.0,0.6,0.48,782.0,374.31,0.0,0.0,0.0,0.0,0.89,41048.0,79296.0,759102.0,951,6893.0,3.0,168734.0,126.0,UTTAR PRADESH,Amroha,0.0,0.0,0.0,154.0,9.0,731.0,42.0,196944.69764080513,198.0,61.22895497842697,9.0,137.0,731.0,9407.416633937672,188148.33267875345,28222.249901813015,1762.009135536526,592.6672479380733,113621.0,123028.0,11.0,2.0,16.45,8.16,123028.0,1,4,5,4,2025-2026,0.0,0.0,0.0,0.0,0.6486400505119168,5
Atrauli,09-143-00754,1161237899.9974215,Aligarh,2025_08,0.0,0.0,0.0,0.0,0.7,0.48,827.0,396.96,0.0,0.0,0.0,0.0,0.87,57388.0,92016.0,930239.0,1211,2829.0,1.0,123405.0,89.0,UTTAR PRADESH,Aligarh,0.0,0.0,0.0,119.0,9.0,754.0,73.0,231066.91677695065,181.0,71.85329069085726,9.0,143.0,754.0,12915.342460300611,258306.84920601227,38746.02738090184,2419.043642814305,813.6665749989387,174129.0,187044.0,11.2,2.0,12.74,9.3,187044.0,2,4,5,2,2025-2026,0.0,0.0,0.0,0.0,0.6279618749923936,4
Bakshi Ka Talab,09-157-00820,529190206.3151164,Lucknow,2025_08,0.0,0.0,0.0,0.0,0.65,0.61,378.0,230.34,0.0,0.0,0.0,0.0,0.9,34692.0,38289.0,543000.0,487,23028.0,6.0,113925.0,62.0,UTTAR PRADESH,Lucknow,0.0,0.0,0.0,162.0,9.0,820.0,169.0,164371.99412730648,121.0,71.62952977074748,9.0,157.0,820.0,2700.425945779552,54008.51891559104,8101.277837338655,505.7897796445101,170.12683458411178,46317.0,49017.0,12.1,2.0,16.45,4.46,49017.0,1,4,5,3,2025-2026,0.0,0.0,0.0,0.0,0.6255565553678327,4
Meerganj,09-150-00785,682248001.8343922,Bareilly,2025_08,0.0,0.0,0.0,0.0,0.89,0.7,486.0,341.86,0.0,0.0,0.0,0.0,0.87,32857.0,64618.0,632852.0,602,18432.0,8.0,97514.0,75.0,UTTAR PRADESH,Bareilly,0.0,0.0,0.0,130.0,9.0,785.0,119.0,238201.9923377057,173.0,67.39211095777063,9.0,150.0,785.0,14436.353719960089,288727.0743992018,43309.061159880264,2703.9290517485247,909.4902843574856,85550.0,99986.0,11.7,2.0,20.71,6.17,99986.0,1,4,5,3,2025-2026,0.0,0.0,0.0,0.0,0.6255565553678327,4
Marihan,09-199-01002,1056793917.4630324,Mirzapur,2025_08,0.0,0.0,0.0,0.0,0.65,0.47,773.0,365.05,0.0,0.0,0.0,0.0,0.89,22290.0,31886.0,318925.0,316,19930.0,7.0,99406.0,31.0,UTTAR PRADESH,Mirzapur,0.0,0.0,0.0,170.0,9.0,1002.0,399.0,230474.05241643748,235.0,71.7361761654626,9.0,199.0,1002.0,0.0,0.0,0.0,0.0,0.0,70327.0,70327.0,10.1,3.0,32.9,17.04,70327.0,1,4,5,3,2025-2026,0.0,0.0,0.0,0.0,0.6255565553678327,4
Dhanaura,09-137-00729,878357951.6032248,Amroha,2025_08,0.0,0.0,0.0,0.0,0.56,0.5,624.0,310.57,0.0,0.0,0.0,0.0,0.9,35591.0,67964.0,652748.0,633,41563.0,8.0,113524.0,77.0,UTTAR PRADESH,Amroha,0.0,0.0,0.0,154.0,9.0,729.0,39.0,196835.8859552268,211.0,61.14261227328448,9.0,137.0,729.0,12037.203767195992,240744.07534391983,36111.61130158798,2254.5682655958094,758.3438373333476,74246.0,86283.0,12.1,2.0,9.76,3.01,86283.0,1,4,5,2,2025-2026,0.0,0.0,0.0,0.0,0.5983675641271441,4
Nawabganj,09-150-00788,745942688.6105547,Bareilly,2025_08,0.0,0.0,0.0,0.0,0.87,0.46,531.0,246.41,0.0,0.0,0.0,0.0,0.87,32987.0,62985.0,631696.0,626,21676.0,7.0,39225.0,69.0,UTTAR PRADESH,Bareilly,0.0,0.0,0.0,130.0,9.0,788.0,121.0,219629.72096317456,177.0,70.13925406082171,9.0,150.0,788.0,5459.175554358441,109183.51108716882,16377.526663075325,1022.503581331336,343.9280599245818,107993.0,113452.0,10.5,2.0,22.76,6.97,113452.0,1,4,5,2,2025-2026,0.0,0.0,0.0,0.0,0.5983675641271441,4
Milak,09-136-00728,522958820.75711143,Rampur,2025_08,0.0,0.0,0.0,0.0,0.89,0.76,369.0,281.27,0.0,0.0,0.0,0.0,0.89,20750.0,45536.0,442082.0,451,22165.0,6.0,70084.0,47.0,UTTAR PRADESH,Rampur,0.0,0.0,0.0,176.0,9.0,728.0,36.0,160168.52183873233,180.0,69.06436673839231,9.0,136.0,728.0,2354.1025709069295,47082.05141813859,7062.307712720789,440.9234115308679,148.30846196713657,75295.0,77649.0,10.9,2.0,23.61,5.23,77649.0,1,4,5,2,2025-2026,0.0,0.0,0.0,0.0,0.5983675641271441,4
Mohanlalganj,09-157-00822,878480121.6843632,Lucknow,2025_08,0.0,0.0,0.0,0.0,0.73,0.58,632.0,366.75,0.0,0.0,0.0,0.0,0.9,50821.0,55959.0,771916.0,462,46744.0,10.0,206549.0,88.0,UTTAR PRADESH,Lucknow,0.0,0.0,0.0,162.0,9.0,822.0,176.0,191896.50083512207,117.0,67.9481028129321,9.0,157.0,822.0,6000.874978770381,120017.49957540762,18002.624936311142,1123.9638835236924,378.055123662534,87980.0,93981.0,12.4,2.0,14.86,3.54,93981.0,1,4,5,2,2025-2026,0.0,0.0,0.0,0.0,0.5983675641271441,4
Mawana,09-138-00733,1389742727.2669618,Meerut,2025_08,0.0,0.0,0.0,0.0,0.96,0.65,981.0,634.73,0.0,0.0,0.0,0.0,0.88,45159.0,70616.0,752209.0,937,0.0,0.0,139085.0,142.0,UTTAR PRADESH,Meerut,0.0,0.0,0.0,169.0,9.0,733.0,45.0,222277.42090731364,222.0,63.77356645428952,9.0,138.0,733.0,23280.146484375004,465602.92968750006,69840.43945312501,4360.371436523438,1466.6492285156253,118707.0,141987.0,12.8,2.0,11.49,4.29,141987.0,2,4,5,1,2025-2026,0.0,0.0,0.0,0.0,0.5951355686832146,4
Amroha,09-137-00730,836095891.4814979,Amroha,2025_08,0.0,0.0,0.0,0.0,0.51,0.49,589.0,290.55,0.0,0.0,0.0,0.0,0.9,55557.0,107114.0,1015643.0,1267,26437.0,5.0,151385.0,46.0,UTTAR PRADESH,Amroha,0.0,0.0,0.0,154.0,9.0,730.0,41.0,202802.990589061,212.0,63.1197051731198,9.0,137.0,730.0,31668.88132509978,633377.6265019956,95006.64397529936,5931.581472191188,1995.1395234812865,70539.0,102208.0,13.7,2.0,17.68,3.33,102208.0,2,4,5,1,2025-2026,0.0,0.0,0.0,0.0,0.5951355686832146,4
Rampur,09-136-00726,429484111.1518469,Rampur,2025_08,0.0,0.0,0.0,0.0,1.2,0.5,306.0,152.63,0.0,0.0,0.0,0.0,0.89,39243.0,86388.0,852279.0,798,26143.0,8.0,129475.0,59.0,UTTAR PRADESH,Rampur,0.0,0.0,0.0,176.0,9.0,726.0,35.0,177503.20594866088,189.0,69.80832097938884,9.0,136.0,726.0,81598.41669497284,1631968.3338994568,244795.25008491852,15283.383446968412,5140.700251783289,89951.0,171549.0,15.1,3.0,19.55,4.88,171549.0,2,4,5,1,2025-2026,0.0,0.0,0.0,0.0,0.5951355686832146,4
Sandila,09-155-00813,1828632315.0913875,Hardoi,2025_08,0.0,0.0,0.0,0.0,0.57,0.48,1316.0,638.01,0.0,0.0,0.0,0.0,0.86,80450.0,118542.0,1208790.0,1373,70379.0,19.0,202653.0,144.0,UTTAR PRADESH,Hardoi,0.0,0.0,0.0,150.0,9.0,813.0,160.0,295837.97555953887,130.0,70.57222290738812,9.0,155.0,813.0,14221.849312160328,284436.98624320654,42665.54793648099,2663.7523761676293,895.9765066661007,223622.0,237844.0,10.5,2.0,16.11,15.25,237844.0,3,3,5,5,2025-2026,0.0,0.0,0.0,0.0,0.5726273770227788,4
Nanpara,09-180-00919,2864596268.542749,Bahraich,2025_08,0.0,0.0,0.0,0.0,0.7,0.4,2047.0,814.55,0.0,0.0,0.0,0.0,0.88,103588.0,192992.0,1641855.0,1294,118089.0,32.0,189821.0,127.0,UTTAR PRADESH,Bahraich,0.0,0.0,0.0,125.0,9.0,919.0,282.0,402837.52077043545,135.0,68.35812374770802,9.0,180.0,919.0,14675.783565355385,293515.67130710767,44027.350696066154,2748.7742617910635,924.5743646173892,162898.0,177574.0,11.7,2.0,23.25,18.14,177574.0,3,3,5,5,2025-2026,0.0,0.0,0.0,0.0,0.5726273770227788,4
Sardhana,09-138-00732,780030431.2305568,Meerut,2025_08,0.0,0.0,0.0,0.0,0.63,0.46,550.0,254.86,0.0,0.0,0.0,0.0,0.88,55052.0,85443.0,890220.0,958,20460.0,6.0,146750.0,88.0,UTTAR PRADESH,Meerut,0.0,0.0,0.0,169.0,9.0,732.0,44.0,163884.14743230096,230.0,65.28224042272127,9.0,138.0,732.0,20204.477751358696,404089.55502717395,60613.43325407609,3784.298682829484,1272.882098335598,86781.0,106985.0,13.2,2.0,24.0,2.79,106985.0,1,4,5,1,2025-2026,0.0,0.0,0.0,0.0,0.5708005853469587,4
Kanth,09-137-00718,389681118.89096606,Amroha,2025_08,0.0,0.0,0.0,0.0,0.78,0.45,282.0,126.86,0.0,0.0,0.0,0.0,0.9,19908.0,39709.0,374229.0,272,25029.0,4.0,46611.0,31.0,UTTAR PRADESH,Amroha,0.0,0.0,0.0,154.0,9.0,718.0,25.0,164751.22473090058,209.0,64.25698622033728,9.0,137.0,718.0,5790.285379161006,115805.70758322012,17370.856137483017,1084.5204515168564,364.78797888714337,57307.0,63097.0,11.1,2.0,17.67,3.84,63097.0,1,4,5,1,2025-2026,0.0,0.0,0.0,0.0,0.5708005853469587,4
Budhana,09-133-00709,686842487.0243188,Muzaffarnagar,2025_08,0.0,0.0,0.0,0.0,0.63,0.37,477.0,177.69,0.0,0.0,0.0,0.0,0.88,43995.0,67172.0,683113.0,435,4158.0,2.0,108977.0,89.0,UTTAR PRADESH,Muzaffarnagar,0.0,0.0,0.0,172.0,9.0,709.0,11.0,148725.0842257034,235.0,66.1615051695119,9.0,133.0,709.0,21871.48649796196,437429.7299592392,65614.45949388588,4096.529421068275,1377.9036493716037,89668.0,111539.0,13.1,2.0,14.2,3.01,111539.0,1,4,5,1,2025-2026,0.0,0.0,0.0,0.0,0.5708005853469587,4
Thakurdwara,09-135-00717,728138088.4048432,Moradabad,2025_08,0.0,0.0,0.0,0.0,0.78,0.58,518.0,301.1,0.0,0.0,0.0,0.0,0.9,32987.0,73481.0,664229.0,892,0.0,0.0,97002.0,72.0,UTTAR PRADESH,Moradabad,0.0,0.0,0.0,171.0,9.0,717.0,26.0,225841.18367380888,214.0,63.98984151058718,9.0,135.0,717.0,3521.950736667799,70439.01473335599,10565.852210003395,659.6613729778787,221.88289641007137,104531.0,108053.0,10.8,2.0,12.66,4.35,108053.0,1,4,5,1,2025-2026,0.0,0.0,0.0,0.0,0.5708005853469587,4
Kanth,09-135-00718,87369328.53357174,Moradabad,2025_08,0.0,0.0,0.0,0.0,0.78,0.45,60.0,27.07,0.0,0.0,0.0,0.0,0.9,1589.0,3550.0,53550.0,35,0.0,0.0,5926.0,4.0,UTTAR PRADESH,Moradabad,0.0,0.0,0.0,171.0,9.0,718.0,25.0,111753.1334119466,204.0,63.01659870840011,9.0,135.0,718.0,5790.285379161006,115805.70758322012,17370.856137483017,1084.5204515168564,364.78797888714337,57307.0,63097.0,11.1,2.0,17.67,3.84,63097.0,1,4,5,1,2025-2026,0.0,0.0,0.0,0.0,0.5708005853469587,4
Nakur,09-132-00703,1157325510.350506,Saharanpur,2025_08,0.0,0.0,0.0,0.0,0.74,0.57,811.0,465.44,0.0,0.0,0.0,0.0,0.88,39055.0,63036.0,662290.0,893,2997.0,1.0,177160.0,97.0,UTTAR PRADESH,Saharanpur,0.0,0.0,0.0,177.0,9.0,703.0,7.0,208398.9598181624,261.0,65.96725391797251,9.0,132.0,703.0,15809.854205587637,316197.08411175275,47429.56261676291,2961.185692706564,996.0208149520212,129738.0,145548.0,11.5,2.0,27.83,3.9,145548.0,1,4,5,1,2025-2026,0.0,0.0,0.0,0.0,0.5708005853469587,4
Rampur Maniharan,09-132-00705,631828244.721079,Saharanpur,2025_08,0.0,0.0,0.0,0.0,0.74,0.38,449.0,172.47,0.0,0.0,0.0,0.0,0.88,24396.0,39280.0,410613.0,473,26198.0,7.0,115001.0,60.0,UTTAR PRADESH,Saharanpur,0.0,0.0,0.0,177.0,9.0,705.0,7.0,150206.79568106696,261.0,66.96093242418475,9.0,132.0,705.0,10024.471024222996,200489.4204844599,30073.413072668987,1877.583422836967,631.5416745260487,70797.0,80821.0,12.2,2.0,23.16,3.01,80821.0,1,4,5,1,2025-2026,0.0,0.0,0.0,0.0,0.5708005853469587,4
Anupshahr,09-142-00748,428851696.62408423,Bulandshahr,2025_08,0.0,0.0,0.0,0.0,0.7,0.55,306.0,167.95,0.0,0.0,0.0,0.0,0.89,24796.0,37679.0,374026.0,396,0.0,0.0,64893.0,42.0,UTTAR PRADESH,Bulandshahr,0.0,0.0,0.0,134.0,9.0,748.0,67.0,156297.8509750125,197.0,61.876900540847465,9.0,142.0,748.0,12315.020805027176,246300.41610054352,36945.06241508153,2306.60339678159,775.8463107167121,52280.0,64595.0,13.1,2.0,19.24,3.88,64595.0,1,4,5,1,2025-2026,0.0,0.0,0.0,0.0,0.5708005853469587,4
Shahabad,09-136-00727,560182876.2897215,Rampur,2025_08,0.0,0.0,0.0,0.0,0.67,0.47,397.0,185.94,0.0,0.0,0.0,0.0,0.89,21635.0,47527.0,453860.0,121,0.0,0.0,76300.0,49.0,UTTAR PRADESH,Rampur,0.0,0.0,0.0,176.0,9.0,727.0,38.0,174383.70781872803,182.0,71.42765982748054,9.0,136.0,727.0,5022.726228133492,100454.52456266985,15068.178684400478,940.7566225294032,316.43175237241,62324.0,67347.0,11.7,2.0,16.51,4.89,67347.0,1,4,5,1,2025-2026,0.0,0.0,0.0,0.0,0.5708005853469587,4
Tanda,09-136-00724,409495856.7092862,Rampur,2025_08,0.0,0.0,0.0,0.0,0.58,0.43,287.0,122.66,0.0,0.0,0.0,0.0,0.89,24495.0,53808.0,517642.0,451,0.0,0.0,71052.0,38.0,UTTAR PRADESH,Rampur,0.0,0.0,0.0,176.0,9.0,724.0,34.0,175171.97177447187,203.0,69.46706962909369,9.0,136.0,724.0,8588.941358483356,171778.8271696671,25766.82407545007,1608.7087164439326,541.1033055844515,52335.0,60924.0,10.9,3.0,14.42,6.04,60924.0,1,4,5,1,2025-2026,0.0,0.0,0.0,0.0,0.5708005853469587,4
Hardoi,09-155-00811,2018503890.4402752,Hardoi,2025_08,0.0,0.0,0.0,0.0,0.54,0.45,1449.0,655.3,0.0,0.0,0.0,0.0,0.86,105256.0,156430.0,1584188.0,1989,42587.0,10.0,297003.0,158.0,UTTAR PRADESH,Hardoi,0.0,0.0,0.0,150.0,9.0,811.0,156.0,304000.6608718269,139.0,71.39581928252359,9.0,155.0,811.0,24924.095379373302,498481.90758746606,74772.2861381199,4668.283064556619,1570.218008900518,256114.0,281038.0,10.9,2.0,14.77,14.3,281038.0,3,3,5,4,2025-2026,0.0,0.0,0.0,0.0,0.550834577314116,4
